book	book_id	chapter	verse	text
1 Korintô	46	1	1	Me Paul, me bi séblana i ba ñôma nu Kristô Yésu ni njel sômbôl i Nyambe, lôñni Sôsténés mankéé wés,
1 Korintô	46	1	2	me ntilna likoda li Nyambe li li yé i Korintô, bé ba ni bi pubhana ikété adna ni Kristô Yésu, nséblaga i yila bapubhaga lôñni bôt bobasôna ba nsébél jôl li Nwet wés Yésu Kristô homa nyensôna, Nwet wap ni Nwet wés:
1 Korintô	46	1	3	Konangoo i mbuma ñañ ni nsañ bi nlôl yak Nyambe Tata wés ni yak Nwet wés Yésu Kristô bi ba ni bé.
1 Korintô	46	1	4	Me nti Nyambe wem mayéga inyu nan ngéda yosôna, inyu konangoo i mbuma ñan a bi ti bé ni njel Yésu Kristô;
1 Korintô	46	1	5	inyule ni bi yila mingwañ ikété mam momasôna ni njel Kristô, ni ban-ga ngap i yôni i pot, ni yi i yôni,
1 Korintô	46	1	6	hala kiki ni bi yila bôt ba umi siñ siñ ikété mbôgi inyu Kristô,
1 Korintô	46	1	7	inyu boñ le likébla jo ki jo li héñél bañ bé, hala kiki ni nyégi i bem masoola ma Nwet wés Yésu Kristô.
1 Korintô	46	1	8	Nyambe a ga lédés ki bé letee ni lisuk, inyu boñ le mut to wada a bana bañ pôla i ôm bé nsohi i hilo hi Nwet wés Yésu Kristô.
1 Korintô	46	1	9	Nyambe a yé maliga, nyen a bi sébél bé ikété adna ni Man wé Yésu Kristô Nwet wés.
1 Korintô	46	1	10	Ndi me nsoohe bé, a lôk kéé, ni njel jôl li Nwet wés Yésu Kristô, le bébobasôna ni bana kiñ yada, ni le mbagla i ba bañ ipôla nan, ndi ni bana adna i yôni ikété nlélém hoñol ni nlélém litehge li mam.
1 Korintô	46	1	11	Inyule, a lôk kéé, bôt bahogi ba ndap Klôé ba ñañle me le mindañ mi yé ipôla nan.
1 Korintô	46	1	12	I yom me nsômbôl kal i yé le, hiki wada nan a nkal le: “Me yé nnigil nu Paul,” “Ndi me me yé nu Apôlô,” “Ndi me me yé nu Kéfa,” “Ndi me me yé nu Kristô.”
1 Korintô	46	1	13	Baa Kristô a yé nkabak? Ba bi péni bé Paul i kék inyu nan, hala bé? Tole, baa ni bi sôblana i jôl li Paul?
1 Korintô	46	1	14	Me nti Nyambe mayéga le me bi sôble bé to wada ikété nan, handugi Krispô ni Gayô,
1 Korintô	46	1	15	inyu boñ le mut a kal bañ le ni bi sôblana i jôl jem.
1 Korintô	46	1	16	Ñ, me bi sôble yak ndap lihaa i Stéfana. Ndi inyu bana bape, me nhoñol bé le me bi sôble mut numpe nye ki nye.
1 Korintô	46	1	17	Inyule Kristô a bi ep bé me i sôble, ndi i añal ñañ nlam; ha ni bibañga bi bayimam bé, inyu boñ le mut a yilha bañ kék njiiha i Kristô yañga.
1 Korintô	46	1	18	Inyule biniigana inyu kék njiiha bi yé bijôñ inyu bôt ba yé i ke i tjiba, ndi inyu bés ba di yé i kôhna tohi, bi yé ngui i Nyambe.
1 Korintô	46	1	19	Inyule i yé ntilga le: “M’a boñ le pék i bôt ba pék i tjiba, yak yi i bayikaat, m’a tjél yo.”
1 Korintô	46	1	20	Mut pék a yé hee? Nyimbén a yé hee? Mut pééna nu nkoñ ’isi unu a yé hee? Baa Nyambe a bi yilha bé pék i nkoñ ’isi yañga?
1 Korintô	46	1	21	Inyule hala kiki ikété pék yap, bôt ba nkoñ ’isi ba bi la bé yi Nyambe; jon ikété pék yé, Nyambe a bi tehe loñge i tohol bahémle ni njel bijôñ bi ñañ di ñañal.
1 Korintô	46	1	22	Inyule Lôk Yuda i mbat biyimbne, bôt ba Grikia ba yéñék pék;
1 Korintô	46	1	23	ndi bés di ntéé likalô inyu Kristô nu ba bi nôlôl i kék; hala a yé ngok baagene inyu Lôk Yuda, hala a bak bijôñ inyu bôt ba biloñ bipe.
1 Korintô	46	1	24	Ndi inyu bôt ba yé nséblaga, Lôk Yuda ni bôt ba Grikia, Kristô a yé ngui Nyambe ni pék Nyambe.
1 Korintô	46	1	25	Inyule jôñ yom i Nyambe i gwé pék iloo bôt ba binam, yak yom i mbomb i Nyambe i gwé ngui iloo bôt ba binam.
1 Korintô	46	1	26	Inyule ni ntehe, a lôk kéé, le ngéda Nyambe a bi sébél bé, a bi sébél bé ngandak bôt ba pék i pes minsôn, to ngandak mimpémba mi bôt, to ngandak bañga bôt,
1 Korintô	46	1	27	ndi Nyambe a bi pohol bijôñ bi mam bi nkoñ ’isi inyu wéha bôt ba pék nyuu; Nyambe a pohol ki mam ma mbomb ma nkoñ ’isi inyu wéha mimpémba mi mam nyuu;
1 Korintô	46	1	28	Nyambe a bi pohol ki gwañga bi mam bi nkoñ ’isi ni mam bôt ba nyan, mam ma ma ta yaga bé, inyu boñ le i mam ma yé ma yila yañga;
1 Korintô	46	1	29	le ndi mut nye ki nye a kadba bañ i mis ma Nyambe.
1 Korintô	46	1	30	Ndi inyu Nyambe nyen ni yé ikété adna ni Yésu Kristô, nu a bi yilna bés pék i nlôl yak Nyambe, ni telepsép, ni pubha, lôñni kobla ni njel binoñ,
1 Korintô	46	1	31	kayéle mam ma ba ndik kiki i yé ntilga le: “I mut a nkadba, a kadba inyu Yéhôva.”
book	book_id	chapter	verse	text
1 Korintô	46	2	1	I ngéda me bi lo i bééni, a lôk kéé, me bi lo bé ni bibuk tole ni pék inyu hélés bé ngéda me bé añle bé jimb lipubi li Nyambe.
1 Korintô	46	2	2	Inyule ngéda me bé ipôla nan, me bi yoñ makidik le me nyéñ bé yi jam lipe jo ki jo inyu nan, handugi Yésu Kristô, ni le ba bi nol nye i kék.
1 Korintô	46	2	3	Ndi ngéda me bi lo i bééni, me bé bomb, me konok woñi, me sehlaga ngandak;
1 Korintô	46	2	4	yak bibañga gwem ni likalô jem bi bé bé lôñni bibuk bi pék inyu lop bôt, ndi ni mbuu mpubi lôñni lipémba me bi unda bé,
1 Korintô	46	2	5	le hémle nan i nigbene bañ i pék i bôt ba binam, ndi i ngui i Nyambe.
1 Korintô	46	2	6	Nano di mpot pék ipôla bôt ba yé minhôôlak, ndi i ta bé pék i nkoñ ’isi, to pék i baane ba nkoñ ’isi unu, ba ba nlama yila yañga.
1 Korintô	46	2	7	Ndi di mpôdôl pék i Nyambe i i sôli ikété jimb lipubi. Nyambe a bi bôk a téé i pék ini inyu lipém jés, hiai to hiada ngi héga.
1 Korintô	46	2	8	I pék ini yon ñane to wada ikété baane ba nkoñ ’isi unu a bi pam bé i bana; inyule ibale ba bana yo, ki ba bi nol bé Nwet nu lipém.
1 Korintô	46	2	9	Ndik kiki i yé ntilga le: “I mam Nyambe a bi kôôbana i bôt ba ngwés nye, jis li bi tehe bé mo, to ôô u bi nok bé mo, mut binam a bi hégda bé to mo mu ñem wé.”
1 Korintô	46	2	10	Inyule bés bon Nyambe a bi yeelene mo ni njel mbuu mpubi wé; inyule mbuu mpubi u nwan mam momasôna, yak ndip mam i Nyambe.
1 Korintô	46	2	11	Njee ikété bôt ba binam a nla yi mam ma mut, handugi mbuu u mut nu nyemede? Nlélém jam ki, mut to wada a nla bé yi mam ma Nyambe, handugi mbuu u Nyambe.
1 Korintô	46	2	12	Di bi kôhna bé mbuu u nkoñ ’isi, ndi mbuu u nlôl yak Nyambe, inyu boñ le di yi i mam Nyambe a bi kébél bés nkéblak.
1 Korintô	46	2	13	Di mpot bé i mam ma ni bibañga bi pék bôt ba binam ba niiga, ndi ni bibañga mbuu u niiga, hala kiki di ntoñol mam ma mbuu ni bibañga bi mbuu.
1 Korintô	46	2	14	Ndi mut minsôn a neebe bé mam ma mbuu u Nyambe, inyule ma yé bijôñ inyu yé, a nla bé to nok mo inyule ba nwan mo ni litehge li mbuu.
1 Korintô	46	2	15	Ndi mut mbuu a nwan mam momasôna, ndi nyemede, mut to wada a nwan bé nye.
1 Korintô	46	2	16	Inyule “njee a bi pam i yi mahoñol ma Yéhôva, le a niiga nye?” Ndi bés di gwé mahoñol ma Kristô.
book	book_id	chapter	verse	text
1 Korintô	46	3	1	Jon a lôk kéé, me bi la bé pôdôs bé kiki bôt ba mbuu, ndi kiki bôt ba minsôn, kiki boñge batitigi yaga ikété Kristô.
1 Korintô	46	3	2	Me bi nyus bé milik, ndi me bi jés bé bé bañga bijek, inyule ni bé ngi bana ngui i nya i kôli. Ni maliga, to hanano ni yé ngi bana ngui,
1 Korintô	46	3	3	inyule ni ngi yii bôt ba minsôn. Hala kiki njôñ ni momol bi yé ipôla nan, baa ni ta bé bôt ba minsôn, baa ni nhiôm bé kiki bôt bape?
1 Korintô	46	3	4	Inyule ngéda wada a nkal le: “Me yé nnigil nu Paul,” numpe a kalak le: “Me me yé nu Apôlô,” baa ni ta bé i boñ kiki bana bôt bape?
1 Korintô	46	3	5	Ndi Apôlô a yé kii? Ñ, Paul a yé kii? Bagwelnson ba ba bi hôla bé i yila bahémle, ndik kiki Nwet a bi ti hiki wada wap.
1 Korintô	46	3	6	Me bi bel, Apôlô a kôp malép, ndi Nyambe nyen a mboñ le i nañ,
1 Korintô	46	3	7	kayéle nu a mbel a ta bé to jam, to nu a nkôp malép, ndik Nyambe nu a mboñ le i nañ.
1 Korintô	46	3	8	Nu a mbel lôñni nu a nkôp malép ba yé wada, ndi hiki mut a’ kôhna gwé bibom inoñnaga ni nson wé nyemede.
1 Korintô	46	3	9	Inyule di yé baso bagwelnson ba Nyambe. Ni yé wom u Nyambe, u a ngi salak, ni yé ki maoñ ma Nyambe.
1 Korintô	46	3	10	Inoñnaga ni konangoo i mbuma ñañ i Nyambe i i bi tina me, me bi tek hikuu kiki nkena maoñ nu likeñge, ndi mut numpe nyen a yé i oñ mu ngii. Ndi hiki mut a yoñok yihe ni lelaa a ñoñ mu ngii.
1 Korintô	46	3	11	Inyule mut to wada a nla bé tek hikuu hipe handugi hi hi ntéga, hion hi yé Yésu Kristô.
1 Korintô	46	3	12	Ndi ibale mu ngii hikuu, mut a ñoñ lôñni gôl, silba, tik ngok, kék, minumuk mi bikai tole dikaha,
1 Korintô	46	3	13	nson u hiki mut w’a yik yiba kiki u yé, inyule hilo hi manoodana hi’a yelel wo, inyule hié hi’a yelel wo, hié hiomede hi’a unda yaga umbe ntén maoñ hiki mut a bi boñ.
1 Korintô	46	3	14	Ibale maoñ mut a bi boñ i ngii hikuu ma nyégle ma téé, ki a’ kôhna bibom;
1 Korintô	46	3	15	ibale maoñ ma mut nu ma nlék, a’ nimis ngandak, ndi nyemede a’ kôhna tohi; ndi to hala, a ga ba kiki mut le a nlôô i hié ndi a pei.
1 Korintô	46	3	16	Baa ni nyi bé le bébomede ni yé témpel Nyambe, ni le mbuu u Nyambe u nyééne ikété nan?
1 Korintô	46	3	17	Ibale mut a ntjé témpel Nyambe, Nyambe a’ tjé nye; inyule témpel Nyambe i yé pubhaga, bé ki bon ni yé i témpel i.
1 Korintô	46	3	18	Mut to wada a lôk bañ nyemede: Ibale mut ipôla nan a nhoñol le a yé mut pék munu nkoñ ’isi unu, a yila jôñ mut le ndi a ba mut pék.
1 Korintô	46	3	19	Inyule pék i nkoñ ’isi unu i yé bijôñ inyu Nyambe, inyule i yé ntilga le: “Nyambe a ngwel bôt ba pék ikété mandon map bomede.”
1 Korintô	46	3	20	I yé ki ntilga le: “Yéhôva a nyi le bipék bi bôt ba pék bi yé yañga.”
1 Korintô	46	3	21	Jon mut to wada a kadba bañ inyu bôt ba binam; inyule mam momasôna ma yé manan,
1 Korintô	46	3	22	to Paul, to Apôlô, to Kéfa, to nkoñ ’isi, to niñ, to nyemb, to mam ma yé hanano, to mam ma nke lo, mam momasôna ma yé manan;
1 Korintô	46	3	23	ndi bé ni yé ba Kristô; Kristô ki a yé nu Nyambe.
book	book_id	chapter	verse	text
1 Korintô	46	4	1	Mut a nlama tehe bés kiki bagwélél ba Kristô ni bokindak ba mimb mimpubi mi Nyambe.
1 Korintô	46	4	2	Jam lipe ki, i jam ba mbémél bokindak li yé le ba léba le ba yé maliga.
1 Korintô	46	4	3	Ndi nano, inyu yem, hala a yé yaga hisii hi jam le bé bon ni nwan me, tole bikééhene bi bôt ba binam gwon bi nwan me. Ni maliga, to me me nwan bé memede.
1 Korintô	46	4	4	Inyule kiññem i nkéés bé me inyu ngim jam. Ndi hala a ñunda bé le me téé sép; nu a nwan me a yé Yéhôva.
1 Korintô	46	4	5	Jon ni bagal bañ nkaa wo ki wo ilole ngéda i nkola, letee Nwet a lo. Mam ma sôli i jiibe, a ga pémés mo i mapubi, a yelel ki mahoñol ma miñem, ha nyen hiki mut a’ kôhna bibégés bi nlôl yak Nyambe.
1 Korintô	46	4	6	Ndi a lôk kéé, me mpot i mam mana, me yoñok memede ni Apôlô kiki dihéga inyu loñge nan, le ndi ni njel yés, ni nigil litiñ lini le: “Ni lel bañ nwaa u mam ma yé ntilga,” inyu boñ le ni humbla bañ ni ngôk, to todol ni todol bañ bôt.
1 Korintô	46	4	7	Inyule kii i mboñ le u ba mahéñha ni numpe? Kii u gwé le u bi kôhna bé? Ibale u bi kôhna yo nkôhnaga, inyuki u nkadba wengoñle u bi kôhna bé yo?
1 Korintô	46	4	8	Baa ni mal kôhna mam momasôna? Baa ni mal yila mingwañ? Baa ni mbôdôl ane ngi bés? Me gwé yaga ngôñ le ni bôdôl ane, inyu boñ le yak bés di ane lôñni bé.
1 Korintô	46	4	9	Inyule i nene me le bés baôma bon di yé bôt ba nsôk le Nyambe a bi téé i mbamba inyu kôhna mbagi nyemb, inyule di yé kiki ntuk u mbamba le nkoñ ’isi ni biañgel lôñni bôt ba binam ba mbéñge.
1 Korintô	46	4	10	Di yé bijôñ bi bôt inyu Kristô, ndi bé ni yé bôt ba pék ni njel Kristô; di mbomb, ndi bé ni gwé ngui; ni nkôhna lipém, ndi bés di nkôhna wonyuu.
1 Korintô	46	4	11	Letee ni ngeñ ini yaga, njal i ngi gwelek bés, yak ni nyus, di bak ki bebee le nso, ba bébék bés ndôm, di bak ki ngi liyééne,
1 Korintô	46	4	12	di tumbbaga ni nson, di salak bésbomede ni moo més. I ngéda ba nsol bés, di nsayap; i ngéda ba ntééñga bés, di nhônba ni wongut;
1 Korintô	46	4	13	i ngéda ba ñôbôs bés jôl, di ntimbhe ni ñemlima; di bi yila kiki binan bi nkoñ ’isi, likund li mam momasôna letee ni nano.
1 Korintô	46	4	14	Me ta bé i tila mam mana inyu wéha bé nyuu, ndi inyu béhe bé kiki bon bem me ngwés.
1 Korintô	46	4	15	Inyule to ibale ni gwé yaga jôm li dikôô di batééda ikété Kristô, ni gwé yaga bé ngandak basañ; inyule ikété Kristô Yésu, me bi yila isañ nan ni njel miñañ minlam.
1 Korintô	46	4	16	Jon me nti bé makénd le ni yila banigle me.
1 Korintô	46	4	17	Inyu hala nyen me yé i om Timôtéô i bééni, inyule a yé man wem nu gwéha ni nu maliga ikété Nwet. A ga hôñlaha bé makeñge mem inyu Kristô Yésu, kiki me yé i niiga homa nyensôna ikété makoda momasôna.
1 Korintô	46	4	18	Bahogi ba nhumbla ni ngôk, wengoñle m’a lo bé nyoo i bééni.
1 Korintô	46	4	19	Ndi m’a lo i bééni ndék ngéda, ibale Yéhôva a ngwés, ha nyen m’a yi lipémba li bôt ba nhumbla ni ngôk, ndi ha hop wap bé.
1 Korintô	46	4	20	Inyule Ane Nyambe i ta bé jam li hop, ndi li lipémba.
1 Korintô	46	4	21	Kii ni nsômbôl? Baa me nlama lo i bééni ni hisôô tole ni gwéha lôñni ñemlima?
book	book_id	chapter	verse	text
1 Korintô	46	5	1	Ni maliga, bôt ba ñañal le malal ma nyega ma yé ipôla nan, i nya nyega i i ta bé to ikété bôt ba matén, le mut a niñ ni nwaa isañ.
1 Korintô	46	5	2	Baa ni ngôgôp inyu jam li? Baa ni lamga bé ee, inyu boñ le ni héya i mut a bi boñ i jam lini ipôla nan?
1 Korintô	46	5	3	To hala kiki memede me ta bé ha, me yé ni bé ikété mahoñol, me mal yak kéés i mut a mboñ jam lini wengoñle me yé toi lôñni bé.
1 Korintô	46	5	4	I ngéda ni nkodba i jôl li Nwet wés Yésu, ni yik le me yé lôñni bé ikété mahoñol, ni le ngui i Nwet wés Yésu i yé lôñni bé,
1 Korintô	46	5	5	ni nlama ti i nya mut ini i moo ma Satan inyu tjiba i minsôn, kayéle mbuu u tohlana i hilo hi Nwet.
1 Korintô	46	5	6	Ngôk nan u ta bé loñge. Baa ni nyi bé le ndék séñha i nhulus flawa yosôna?
1 Korintô	46	5	7	Ni héya nlômbi séñha inyu boñ le ni ba flawa mondo, hala kiki ni gwé bé séñha. Inyule ni maliga, ba mal sem Kristô, man ntômba wés nu Pasa.
1 Korintô	46	5	8	Jon di lôôs ngand, ha ni nlômbi séñha bé tole lôñni séñha i béba ñem ni i mam mabe bé, ndi ni bret bi ngi-séñha bi ñem u mpôp ni bi maliga.
1 Korintô	46	5	9	Me bi tilna bé ikété kaat yem le ni kiha ha bañ lôñni bôt ba malal ma nyega,
1 Korintô	46	5	10	me bé pôdôl bé bôt ba malal ma nyega bobasôna ba nkoñ ’isi unu, to bôt ba huluk ñem, to bôt ba ngadla, to babégés bisat. Ibale hala, ki y’a béda le ni nyodi i nkoñ ’isi.
1 Korintô	46	5	11	Ndi nano, me yé i tilna bé le ni kiha ha bañ lôñni mut a nséblana le mankéé, ndi a bak mut malal ma nyega, tole mut huluk ñem, tole mbégés bisat, tole mut bisol, tole mut lihiua, tole mut ngadla, ni je bañ to lôñni i nya mut i.
1 Korintô	46	5	12	Inyule me gwé kii i kéés bôt ba mbégdé? Baa ni nkéés bé bôt ba kété,
1 Korintô	46	5	13	Nyambe nye a kééhak bôt ba mbégdé? “Ni héya béba mut ikété nan.”
book	book_id	chapter	verse	text
1 Korintô	46	6	1	Baa mut ikété nan nu a gwé hop ni mut numpe a mban ñem i kena wo i minkaa i bisu bi bôt ba téé bé sép, ndi ha i bisu bi bapubhaga bé?
1 Korintô	46	6	2	Tole ni nyi bé le bapubhaga ba ga kéés nkoñ ’isi? Ndi ibale ni nlama kéés nkoñ ’isi, baa ni gwé bé ngap i kéés disii di mahop?
1 Korintô	46	6	3	Baa ni nyi bé le di ga kéés biañgel? Bôô ni ngélé yañen ni mam ma niñ ini?
1 Korintô	46	6	4	Ibale ni nlama ke i minkaa inyu mam ma niñ ini, baa i bôt likoda li nyan bon ni ntéé kiki bakéés?
1 Korintô	46	6	5	Me yé i pot inyu wéha bé nyuu. Baa mut pék to wada a ta bé ipôla nan inyu bagal minkaa ipôla lôkisañ?
1 Korintô	46	6	6	Ndi mankéé a nkena maasañ i minkaa, a boñok ki hala i bisu bi bangitophémle!
1 Korintô	46	6	7	Ni maliga, hala a yé bañga wonyuu inyu nan ngéda ni gwé mahop bé ni bé. Inyuki ni neebe bé le ba boñ bé béba? Inyuki ni neebe bé le ba pôh bé?
1 Korintô	46	6	8	Ndi bé bon ni mboñ béba, bé ki bon ni mpôh bape; ngo lôkisoñ nan yon ni mbôñôl hala!
1 Korintô	46	6	9	Tole ni nyi bé le i bôt ba téé bé sép b’a kôdôl bé Ane Nyambe? Ni yôm bañ. I bôt ba mboñ malal ma nyega, to babégés bisat, to bôt ba ndéñg, to bôlôm ba neebe le ba lalna bo, to bôlôm ba nlalna bôlôm,
1 Korintô	46	6	10	to bôt ba wip, to bôt ba huluk ñem, to bôt ba lihiua, to bôt ba nsola, to bôt ba ngadla b’a kôdôl bé Ane Nyambe.
1 Korintô	46	6	11	Ndi hala nyen bahogi ikété nan ba bé. Ndi ba bi nugus bé, ba pubus bé; ni kéla ki le ni téé sép i jôl li Nwet Yésu Kristô lôñni mbuu u Nyambe wés.
1 Korintô	46	6	12	Mam momasôna ma yé me kunde, ndi mam momasôna ma gwé bé yéñe. Mam momasôna ma yé me kunde, ndi me yé mbén i nwas le jam jo ki jo li énél me.
1 Korintô	46	6	13	Bijek bi yé inyu libum, yak libum li yé inyu bijek; ndi Nyambe a’ yilha gwo biba yañga. Nyuu i ta bé inyu malal ma nyega ndi inyu Nwet; yak Nwet a yé inyu nyuu.
1 Korintô	46	6	14	Ndi Nyambe a bi tugul Nwet, a’ tugul yak bés ni ngui yé.
1 Korintô	46	6	15	Baa ni nyi bé le manyuu manan ma yé bijô bi Kristô? Baa me nlama ni yoñ bijô bi Kristô inyu yilha gwo bijô bi muda libambe? To jam!
1 Korintô	46	6	16	Baa ni nyi bé le i mut a ñadba ni muda libambe a yé nyuu yada lôñni nye? Inyule a nkal le: “Bo iba b’a ba nsôn wada.”
1 Korintô	46	6	17	Ndi nu ni nu a ñadba ni Nwet, a yé wada lôñni nye, a ban-ga ki minlélém mi mahoñol lôñni nye.
1 Korintô	46	6	18	Kena malal ma nyega ngwéé! Béba ipe yo ki yo mut a mboñ i ñôbôs bé nyuu yé, ndi nu ni nu a gwé lem i boñ malal ma nyega, a mbôñôl nyuu yé yomede béba.
1 Korintô	46	6	19	Baa ni nyi bé le nyuu nan i yé témpel i mbuu mpubi u u yé ikété nan, u Nyambe a bi ti bé? Ni le ni ta bé banan bébomede,
1 Korintô	46	6	20	inyule ba bi somb bé ni ndamba. Jon, gwéélana manyuu manan inyu bégés Nyambe.
book	book_id	chapter	verse	text
1 Korintô	46	7	1	Inyu mam ni bi tila, i yé loñge le munlôm a tihba bañ muda;
1 Korintô	46	7	2	Ndi kiki malal ma nyega ma yé nnayak homa nyensôna, hiki munlôm a bana wé nwaa, yak hiki muda a bana wé nlôm.
1 Korintô	46	7	3	Nlôm a ti nwaa i jam a kôli kôhna, yak nwaa a boñ nlélém inyu nlôm.
1 Korintô	46	7	4	Nwaa a gwé bé kunde i ngii nyuu yé nyemede, ndik nlôm; nlélém jam, to nlôm a gwé bé kunde i ngii nyuu yé nyemede, ndik nwaa.
1 Korintô	46	7	5	Nunu wada a nim bañ nuu numpe handugi le ni nôgla hala inyu ntéak ngéda, inyu boñ le ni bana ngéda inyu masoohe; i mbus, ni témb ni adba kayéle Satan a ke bañ ni bisu i noode bé inyu ngi hôtnyuu nan.
1 Korintô	46	7	6	Me mpot ndik hala i kémhe le ni nla boñ hala, ndi me ta bé i téé ngim mbén.
1 Korintô	46	7	7	Ndi me gwé ngôñ le bôt bobasôna ba ba kiki me. To hala, hiki mut a gwé jé likébla Nyambe a bi ti nye; wada ni i njel ini, numpe ni njel ipe.
1 Korintô	46	7	8	Ndi me nkal i bôt ba ta bé mbiibaga ni biyik bi bôda le, i yé loñge inyu yap le ba yén kiki me.
1 Korintô	46	7	9	Ndi ibale ba nla bé bana hôtnyuu, wee ba biibaga, inyule i yé loñge i biiba iloole mut a loñok ni ngôñ malal.
1 Korintô	46	7	10	Me nti biniigana inyu bôt ba yé mbiibaga, ha memede bé, ndi Nwet, le nwaa a nlama bé bagla ni nlôm.
1 Korintô	46	7	11	Ndi ibale a mbagla yaga, a yégle ngibiiba, tole a sañgla lôñni nlôm; yak nlôm a nlama bé yék nwaa wé.
1 Korintô	46	7	12	Ndi me nkal bana bape, ñ, memede yaga, ha Nwet bé: Le ibale mankéé a gwé nwaa nu a nhémle bé, ndi nwaa a neebe i yén lôñni nye, a yék bañ nwaa;
1 Korintô	46	7	13	ibale yak muda a gwé nlôm nu a nhémle bé, ndi nlôm a neebe i yén lôñni nye, a yék bañ nlôm.
1 Korintô	46	7	14	Inyule nlôm nu a nhémle bé a mpubhana inyu nwaa wé, yak nwaa nu a nhémle bé a mpubhana inyu mankéé; ibale hala bé, ki bon banan ba yé nyega, ndi nano ba yé bapubhaga.
1 Korintô	46	7	15	Ndi ibale nu a nhémle bé a mpohol i bagla, a baglaga; ha ngéda i, mankéé nu munlôm tole nu muda a ta bé nyégsaga i yén ni nye, ndi Nyambe a bi sébél bé inyu nsañ.
1 Korintô	46	7	16	Inyule a muda, kii i nyis we too w’a tohol bé nlô woñ? Tole a munlôm, kii i nyis we too w’a tohol bé nwaa woñ?
1 Korintô	46	7	17	Ndi to hala, inoñnaga ni libak Yéhôva a bi ti hiki wada, hiki mut a kilak mu kiki Nyambe a bi sébél nye. Hala nyen me nti maéba mana ikété makoda momasôna.
